5.487946839167987534e-01 5.151310659657664104e-01 5.067703088048483018e-01 4.439341541315270923e-01 5.745248677025669437e-01 6.334722054973592753e-01 5.751129153529306315e-01 6.026478978195156655e-01 5.663259208001918399e-01 4.609702013217352179e-01 5.413630638980434506e-01 6.428562679866385299e-01 6.578071285624623732e-01 5.942565873350005301e-01 7.025257668554361068e-01 6.212900066672248922e-01 6.576444078188381503e-01 6.179237095949445813e-01 6.417517358363505897e-01 6.291037437513139485e-01 7.629853683091831762e-01 8.137191401241760103e-01 7.481967042310786464e-01 7.687965385766730719e-01 8.284182540447403431e-01 9.065031626713367929e-01 7.323297137432053239e-01 6.821054460099742478e-01 7.413047816684198432e-01 6.040679873381065157e-01 6.533077180054849276e-01 7.678507887472293403e-01 8.201250726108942901e-01 7.132466143106162004e-01 6.932599044711805769e-01 6.925293605989555346e-01 5.593825466002038116e-01 6.735211747720282194e-01 6.579672872090917002e-01 8.055034664291875757e-01 7.647005036545977408e-01 6.872604063969510735e-01 8.735061833363316763e-01 6.950382918053882308e-01 7.245508050226355801e-01 7.821113454545820520e-01 7.531472232599070171e-01 9.817000542509173311e-01 1.220900143154876716e+00 1.647085142046373463e+00 2.068021872830462016e+00 2.029965434055741813e+00 1.508983973425243930e+00 1.237313121625741585e+00 1.317024475688477470e+00 1.110905571132133618e+00 1.215355535032647261e+00 1.143182250795677035e+00 1.112220609498717039e+00 1.301697204981620004e+00 1.173872023524542563e+00 1.215895871466905920e+00 1.414699489560715673e+00 1.472511358238806745e+00 1.269028578926178596e+00 1.334414129229105406e+00 1.412108291322098363e+00 1.600510434118337155e+00 1.659918399487404717e+00 1.632793099640351908e+00 1.630308366877021076e+00 1.540613229738682755e+00 1.869816083907649418e+00 2.080599803692560812e+00 1.853565439687381078e+00 1.886607428619286431e+00 2.098129481828495457e+00 2.076080250340056388e+00 1.979878119014203408e+00 1.887730444704508681e+00 2.081995905932958024e+00 1.839044619157417237e+00 2.090461120552299601e+00 2.221971876231532583e+00 2.008604005479097232e+00 1.859891424166498997e+00 2.066909068280819994e+00 1.939207995858588829e+00 1.831896521890943763e+00 1.582545156696968602e+00 1.422519497049892223e+00 1.334660293826302357e+00 1.222682945737221916e+00 1.112846855662035450e+00 1.178170864885746738e+00 1.001842985150303900e+00 1.197453621802826884e+00 1.009898399319007378e+00 9.761734684219505187e-01 1.057435056786210525e+00
5.420165144985221728e-01 5.578112781583108859e-01 5.442005399721758785e-01 5.365254216679897770e-01 5.540006070490983703e-01 5.056120051202965815e-01 4.578487429724374946e-01 5.805176626914501092e-01 5.660237154741827315e-01 5.313316690441258761e-01 5.666090440393261041e-01 5.701373312054662801e-01 5.834022045103073317e-01 5.748295735262477502e-01 5.910341782130708044e-01 6.574519209913993745e-01 6.438055504455530986e-01 6.385322738271981269e-01 6.666328692209055884e-01 7.174813835533480066e-01 7.217063942321997327e-01 7.473113231697150471e-01 7.473014675782890803e-01 9.284614006866390712e-01 9.344429141022452256e-01 8.909984428924010436e-01 9.331970105300343432e-01 8.647122340926898243e-01 8.393580100528348353e-01 7.052895899700221127e-01 7.832081482648871607e-01 7.921252930229933931e-01 7.555644009480924073e-01 7.335484211961962320e-01 7.382478648238612884e-01 6.819778206379175645e-01 7.512214073086210808e-01 7.365401011754167948e-01 7.235261590105165341e-01 7.054213082101590260e-01 8.268084863519770122e-01 7.381992920694897542e-01 7.428645211670690252e-01 7.595313049856043941e-01 7.757788083423288183e-01 7.827956833601129594e-01 9.672143842411564663e-01 1.190887824421182017e+00 1.895592337919379977e+00 2.293634367242499028e+00 1.976766015299102452e+00 2.112126922447696398e+00 1.430983585108537959e+00 1.185267209708405156e+00 1.173484421354930252e+00 1.055127245262211133e+00 1.080913713175499780e+00 1.025383818511792500e+00 1.124984065268119338e+00 1.259245324029237389e+00 1.256179227388976694e+00 1.220681404534285530e+00 1.364675055666668912e+00 1.369277504088677100e+00 1.407517148916990868e+00 1.321810889738514350e+00 1.350731005636709225e+00 1.429439196505954079e+00 1.661832729149208321e+00 1.516640887187375331e+00 1.556582205779475148e+00 1.657518981007811254e+00 1.583003133105979732e+00 1.562422112590199141e+00 1.792022636132622138e+00 1.851836395540428226e+00 1.696895109957805792e+00 1.995268081065637356e+00 2.036889905836515968e+00 1.732893492266692315e+00 1.809432093656421658e+00 2.099226849312167520e+00 2.073637864496261418e+00 2.058555224535372652e+00 2.153872611873001386e+00 2.044279274339553698e+00 2.011532672312668968e+00 1.784803728344962703e+00 1.778634171439405831e+00 1.952858978204083718e+00 1.475994318963968377e+00 1.583588821963706428e+00 1.346971395914158265e+00 1.198721986342520696e+00 1.240230192798818187e+00 1.072935566495695880e+00 1.047083566156016721e+00 9.704690596373038991e-01 1.002809108852573239e+00 9.806425533054725641e-01
5.597644950977002098e-01 5.439535147370113677e-01 6.391418795425150012e-01 4.752850916377073798e-01 5.205015397313594860e-01 5.007076959296045127e-01 5.030775823696499449e-01 5.349848305236553081e-01 5.833454244304356884e-01 5.799941717111339878e-01 5.567889117736075644e-01 6.839934556902400598e-01 6.250223722153264161e-01 5.298595855185397330e-01 5.946903262234378706e-01 7.109483619833991686e-01 6.984757702141731750e-01 7.142894665617635086e-01 6.502999669894889978e-01 6.834330155408533392e-01 7.598238245772682697e-01 8.482338367406311308e-01 8.757895701766313934e-01 9.473776885743953047e-01 1.017360149220819299e+00 1.105079350419569062e+00 1.158834917354326199e+00 1.046215214824315787e+00 9.304647365288433170e-01 8.555643665211292159e-01 8.393239801694547531e-01 9.378083695974637202e-01 8.663765136033606540e-01 8.005064138944670837e-01 8.703427957906807455e-01 8.158777431042514294e-01 8.248607727319186012e-01 6.728656741123799634e-01 7.834007023821983884e-01 8.803580439305794814e-01 8.511052800960065001e-01 8.670484816753178947e-01 7.781420464415413907e-01 9.119200840322505552e-01 8.760111521025771841e-01 9.536238136809574995e-01 1.174899051258242455e+00 1.929600868219554233e+00 2.497063600958310037e+00 2.331254651757759699e+00 2.243070567653252301e+00 1.795792074366132640e+00 1.718888589278367851e+00 1.291776720430897862e+00 1.098040332561045940e+00 1.094012856559730018e+00 1.167942901626685126e+00 1.186728006464421892e+00 1.008575282041730636e+00 1.139523753506706649e+00 1.260805526589522607e+00 1.373706064286841944e+00 1.329424288222581740e+00 1.146862333174377246e+00 1.163384476183673133e+00 1.290387735427860783e+00 1.428112479633460552e+00 1.259602534878334623e+00 1.286408927135987978e+00 1.345312579067454495e+00 1.314358548599192433e+00 1.484550924650910986e+00 1.477373096451723100e+00 1.389683441180909362e+00 1.649186054566895265e+00 1.600677597006912478e+00 1.751657687442619737e+00 1.801820878396416248e+00 1.625650090099634237e+00 1.911450078882783732e+00 1.860619142727483855e+00 1.952897202340647009e+00 1.830568914575769313e+00 1.978311825527265810e+00 2.071308544890571479e+00 1.818962152566576007e+00 2.045471197937721808e+00 2.022944021614868415e+00 1.749091889550834278e+00 1.605656689436531170e+00 1.685380334158714133e+00 1.563798985735066038e+00 1.496361122329380677e+00 1.365386842686448832e+00 1.221722563597016364e+00 1.248517119212919413e+00 1.072508816388870523e+00 9.920575752966932503e-01 1.009560411181139816e+00 1.005770311648881199e+00
5.445834646471539031e-01 5.082198811342176770e-01 6.110751806749422643e-01 5.094470385065750229e-01 5.551834996255600174e-01 5.387788730138914906e-01 5.168197655927181389e-01 5.761290051745397989e-01 6.141140677401771830e-01 6.351166532709341395e-01 7.167461096560073797e-01 7.077613800202591232e-01 6.880930845001180796e-01 7.201146410412888610e-01 6.393188875443898134e-01 6.682617821252568868e-01 6.093898706064381221e-01 7.640192012424974477e-01 8.177570978190804585e-01 8.131857711656826915e-01 8.853007619036731279e-01 9.141469296054042237e-01 9.748624277490050005e-01 1.140036334464425760e+00 1.190808326827086816e+00 1.187222265447448688e+00 1.249029146285245195e+00 1.064790828124392297e+00 9.997152972293549267e-01 9.310309197694210948e-01 1.078157741305230566e+00 1.028326160386276333e+00 8.403289889947532787e-01 1.014899475759325265e+00 1.045069766539513001e+00 9.125768367191474661e-01 9.486125943466117150e-01 9.704928266485463029e-01 9.599272621021215368e-01 9.171887604546306028e-01 9.993819696752880288e-01 8.839124177198133259e-01 9.769101480767100609e-01 9.534614834497974201e-01 1.071454587558051674e+00 1.250667969219545705e+00 1.847669417158550598e+00 2.315146724596935268e+00 2.494900397045372475e+00 3.070287219359921327e+00 2.620958857660589114e+00 1.869013654208106390e+00 1.495712156234477064e+00 1.241261186157814222e+00 9.383241518548658400e-01 1.122949724319388443e+00 1.059548406397586184e+00 1.078258668419620481e+00 1.116074715496723213e+00 1.181412595941921717e+00 1.213621135199272727e+00 1.231701387635907752e+00 1.146874980470350636e+00 1.299928354570211608e+00 1.279902183609125776e+00 1.294989717062304813e+00 1.318744140247374297e+00 1.190283408994245784e+00 1.301389712890275829e+00 1.268704699914822820e+00 1.529761790527000676e+00 1.279713120848803065e+00 1.325397395898642250e+00 1.492367651446341537e+00 1.397185250261396172e+00 1.417599821382894199e+00 1.548209342004270184e+00 1.756064282781730990e+00 1.714998281598946406e+00 1.886654531924606859e+00 1.798841348517136396e+00 1.864507778320685150e+00 1.621231007227564191e+00 1.955687806280553831e+00 1.978521935745802152e+00 2.073218015534303404e+00 2.043468880840618507e+00 1.887034915526605738e+00 1.942716655511751211e+00 1.764352985351156811e+00 1.625729132237157204e+00 1.687841857185957029e+00 1.520629343261663102e+00 1.366130032651967197e+00 1.256844306128019007e+00 1.318997685615924897e+00 1.097794921515957256e+00 1.097377563202280859e+00 1.073831676385237355e+00 1.059605304958145977e+00
4.793535765048084762e-01 5.241667816665157575e-01 5.848885807429317074e-01 5.678110157129649949e-01 6.423809866336622765e-01 6.272300551719207640e-01 6.264376406832615762e-01 7.502235606027942705e-01 7.816073396348572899e-01 6.913361949220808711e-01 8.376199516155983238e-01 7.698799202424404520e-01 7.371472031662973379e-01 7.854948193000519385e-01 7.803032897153894254e-01 7.763117123206411119e-01 7.570003675879772853e-01 8.058120736739649015e-01 8.308536102132602075e-01 8.818048933990986216e-01 9.663181776474922824e-01 8.888757024953792829e-01 9.725295094827576259e-01 8.663723279502678620e-01 1.006307804062229971e+00 1.022848954706119251e+00 9.700535109474828221e-01 1.056733135684970071e+00 1.061590099981446267e+00 1.069254702630002329e+00 1.084019519185293490e+00 1.060178873520241094e+00 1.064758753374207778e+00 9.543039253797344079e-01 8.765904084583264755e-01 9.554073598518542099e-01 1.073343865193714830e+00 9.699423712040530221e-01 1.084096111521394512e+00 1.031033660277049790e+00 8.738774642185643815e-01 8.886604636732990947e-01 1.106555829806354252e+00 1.239346192392577040e+00 1.277914255832852009e+00 2.103148295658063827e+00 2.339592510146732529e+00 2.580110350915441497e+00 2.646798261456727364e+00 2.600699914590979045e+00 1.960237723585944725e+00 1.786399500177946242e+00 1.266058779929387423e+00 1.189969233193120202e+00 1.146897775258950425e+00 1.253020631897790560e+00 1.120905157970118804e+00 1.104786296366711662e+00 1.166285126468196820e+00 1.288376532880870950e+00 1.278345673879121902e+00 1.064341260012495738e+00 1.189219743287480480e+00 1.165867143141287476e+00 1.220334316946147135e+00 1.273539730453976393e+00 1.336456296879930283e+00 1.480834804281545125e+00 1.252583915899689204e+00 1.244757491828935025e+00 1.484649203617987911e+00 1.310482944804354899e+00 1.450377639770124683e+00 1.384911795782913346e+00 1.342364020320388374e+00 1.386199517531289782e+00 1.470308191739756909e+00 1.479222503305436032e+00 1.510280321703381112e+00 1.694237458218295300e+00 1.750360694404236916e+00 1.850722301692818483e+00 1.606678967618778264e+00 1.758732249110648072e+00 1.883136014380999201e+00 1.735839864227900708e+00 1.907167795531304000e+00 2.030771481277805268e+00 1.780554727470101017e+00 1.937617977649537693e+00 1.980256844697605656e+00 1.735152036404839615e+00 1.680909404913949690e+00 1.448185404491405315e+00 1.337301001455578620e+00 1.212112575256179881e+00 1.294130593935814533e+00 1.122671299032568681e+00 1.109279546829147423e+00 1.114433964219008422e+00
5.948120660474376376e-01 6.049000099274297604e-01 5.959593112116907676e-01 6.642402286376334342e-01 6.345128286368151294e-01 6.672412357663238813e-01 6.760131575070332799e-01 7.023392953881152367e-01 8.032394973078836875e-01 8.191924061149727931e-01 8.718589237298666195e-01 8.439939517839548655e-01 7.623815290057106564e-01 7.494334161639850667e-01 9.440361431455570607e-01 8.347462986126681361e-01 7.221915846619854085e-01 9.077089889724171412e-01 9.467246711895175304e-01 1.017483507139519405e+00 9.527430583189118174e-01 8.799093058789615451e-01 9.595269020349111999e-01 9.851629581738837738e-01 9.687772410006207924e-01 9.991745312416849822e-01 1.119483876070572093e+00 1.058656598104568136e+00 1.232522735763720512e+00 1.028132513549443905e+00 1.067810355437745606e+00 1.169001155678903281e+00 1.127802654884678679e+00 1.144380960889856969e+00 9.330478841605305274e-01 1.035270633025209719e+00 1.082618165656463738e+00 1.036996466490888169e+00 1.072323813013659422e+00 1.073529703843199457e+00 1.005999748139693395e+00 1.076944256440575121e+00 1.248119628911836365e+00 1.454219079424512451e+00 1.987837769615289796e+00 2.193886949201151904e+00 2.685882719552660891e+00 2.925010445506874390e+00 2.804456300358143306e+00 1.964059038989799388e+00 2.008938734503274759e+00 1.204474606053117514e+00 1.303064914651656858e+00 1.144592477450228962e+00 1.224750172110370405e+00 1.147778989649648418e+00 1.224516579404209660e+00 1.408160212459429239e+00 1.228482550005734142e+00 1.242523777086317782e+00 1.320744221974880173e+00 1.389620388273632212e+00 1.368288613375439278e+00 1.499344192092732841e+00 1.344803936344947326e+00 1.375064837003434626e+00 1.598772115741357247e+00 1.390994106522766449e+00 1.357555428149961330e+00 1.353209372514059927e+00 1.391289216705746901e+00 1.310168366753727387e+00 1.362980366744755756e+00 1.422449295762344690e+00 1.485390566440721427e+00 1.394374022348110254e+00 1.262108244690208991e+00 1.308218045701744714e+00 1.553286394108083446e+00 1.684334040966793289e+00 1.549171777285143659e+00 1.578415403006236506e+00 1.945882788621536408e+00 1.819670007072835771e+00 1.584179452566269575e+00 1.728614950510158232e+00 1.804600469049131517e+00 1.695551377446382846e+00 1.708571988938380359e+00 1.920357980809162202e+00 1.885059083944279124e+00 1.629335882285158688e+00 1.760746834992621190e+00 1.759165250543266446e+00 1.430234405390371943e+00 1.343023091219110343e+00 1.279313694220896913e+00 1.188168592411831481e+00 1.049546796150274242e+00 1.068107403548360645e+00
6.027260442419195563e-01 6.520495555461574000e-01 6.582459974927403756e-01 6.464393879983079128e-01 7.398110946368533503e-01 7.120580473446097569e-01 7.502940935768079855e-01 7.606718433365754484e-01 7.502832617138003313e-01 7.694604974814055476e-01 9.009003668372662643e-01 7.440532251622405946e-01 8.380204916340849852e-01 9.001666737475589875e-01 8.109059995336856952e-01 8.440559621037618809e-01 7.747915596052156184e-01 8.842910368090094453e-01 1.033185749439474055e+00 9.909931146502219956e-01 8.535510487399593504e-01 8.919089902268906300e-01 8.797082696792674072e-01 1.008280845955192184e+00 9.738473456740114331e-01 1.015971136452880952e+00 1.093902833155246279e+00 9.631064522004263440e-01 1.031198021601900994e+00 9.944552852326052905e-01 1.087417099363577444e+00 1.227981857012414801e+00 1.088199435344597399e+00 9.927677513135521048e-01 1.084627742733437206e+00 9.124109010408862908e-01 1.044076504824394958e+00 1.161443118459098089e+00 1.086491992128431949e+00 9.536154145020372397e-01 1.101693476310745989e+00 1.141907232585068765e+00 1.212397358155144822e+00 1.664905429167737871e+00 2.280317702500543220e+00 2.590858863974678794e+00 2.876558634857907748e+00 2.364302639963461683e+00 2.082413426144811730e+00 1.530315248671241690e+00 1.324094083420776391e+00 1.154768893184298095e+00 1.119671347613050649e+00 1.194052233646142991e+00 1.223696238323823238e+00 1.308990329829842203e+00 1.168802564544657585e+00 1.391570088058848409e+00 1.556175822103831985e+00 1.377809130884421585e+00 1.422864812465152395e+00 1.402394706046807382e+00 1.479090935343112090e+00 1.368924042708454358e+00 1.474496267754706658e+00 1.586217868564443911e+00 1.297153189808083473e+00 1.411189043161407142e+00 1.373056588042081971e+00 1.331282095141281818e+00 1.418320459436686054e+00 1.389809474670187672e+00 1.425597242055427039e+00 1.275644795299766265e+00 1.339497337087045992e+00 1.456018906504614074e+00 1.255156512601093732e+00 1.355282865126089087e+00 1.468670562472389474e+00 1.396122873412162901e+00 1.358123863511654150e+00 1.478355798124803222e+00 1.536775491236717528e+00 1.489422779808167174e+00 1.725002693221084238e+00 1.645157272408247717e+00 1.767522443242016683e+00 1.694517784251467596e+00 1.556572866037738256e+00 1.502102394428695087e+00 1.554788452603218962e+00 1.657800215377318365e+00 1.477295058043882614e+00 1.578370069582958779e+00 1.476614403232691330e+00 1.439641255802632802e+00 1.441769048920108043e+00 1.262727747377425214e+00 1.294448057632627158e+00 1.008939034158429449e+00
6.521554885425950854e-01 5.908206981575830907e-01 5.976941176774178688e-01 6.445187841932890072e-01 6.832998457452259533e-01 7.088261903375495665e-01 7.559879708924338582e-01 7.673621311447519355e-01 8.082094599857001516e-01 8.750966260364023697e-01 8.471078654569635935e-01 7.943201981188681149e-01 9.420627015156053385e-01 8.769680171488734022e-01 8.783539908794236739e-01 7.712806676627278479e-01 8.945552183458794770e-01 9.682729058086636531e-01 8.437886098897771081e-01 8.900933630200826840e-01 9.073667992384136793e-01 1.061275915858691299e+00 8.736402816485915324e-01 9.280420934278236222e-01 9.658509391543652622e-01 1.016063875478049106e+00 9.178312648055504397e-01 9.177861803995508438e-01 9.774405851988356986e-01 1.084872143509213682e+00 1.129797554677617111e+00 9.965038824333828371e-01 1.148708121395715986e+00 1.028143038406069021e+00 1.132066574372484480e+00 9.770042395089792997e-01 1.026970949288775081e+00 1.032396294411945581e+00 1.018192684592773123e+00 1.043595294921675798e+00 1.355832033964866845e+00 1.295886896396186705e+00 1.473532246431495496e+00 2.166035983438672652e+00 2.434495721968270576e+00 2.643052146197919949e+00 2.182535834160517219e+00 2.026654471053029205e+00 1.532200695852543593e+00 1.177852928263065868e+00 1.029736574913691971e+00 1.052761013082256225e+00 1.072159622773544818e+00 1.309115544802554876e+00 1.324245126486953916e+00 1.463746996647925736e+00 1.365130692269409973e+00 1.551485681645343950e+00 1.481840548626672138e+00 1.407639291479307886e+00 1.667907695079831054e+00 1.503874985384230367e+00 1.684312059754107693e+00 1.811146701411870064e+00 1.441121274601284030e+00 1.694967906744846431e+00 1.668862203961702040e+00 1.378654163608120653e+00 1.416338022491500537e+00 1.298378191377730584e+00 1.373761238328353951e+00 1.361685864953170233e+00 1.603209154568646877e+00 1.417540811989385752e+00 1.493769447196364952e+00 1.429637767305258711e+00 1.470010775635949507e+00 1.177028775223857515e+00 1.400339203968579582e+00 1.499150176939136880e+00 1.454991876074906765e+00 1.317316975688877179e+00 1.457078783564169200e+00 1.514831345056135037e+00 1.501588276748701878e+00 1.551944490654771025e+00 1.430182412702047934e+00 1.645411512150090294e+00 1.641916889268974167e+00 1.552606433484958082e+00 1.543670263022417943e+00 1.558749071943628772e+00 1.536796470817406668e+00 1.503877951859676321e+00 1.444834834171924820e+00 1.263140381322175099e+00 1.328878214402982483e+00 1.330268367048369038e+00 1.147541570581693371e+00 1.244996364339652661e+00
5.333001207442176206e-01 5.501937305975221904e-01 5.692542697527289697e-01 6.208006063301955146e-01 6.442064924493006162e-01 7.415248887586566306e-01 5.884753227302003120e-01 7.109963744533235319e-01 7.587619162914851501e-01 7.538488961223454021e-01 8.051887233694993151e-01 7.696466395110573844e-01 8.546864213822106260e-01 8.853879772158809169e-01 8.518984189242834182e-01 8.145970575918584089e-01 9.487035058288042499e-01 8.704084569778792746e-01 8.871936818246625167e-01 8.392634733787597279e-01 9.216127809348861888e-01 7.539726847452995484e-01 9.135390047492916166e-01 1.011352967209669051e+00 1.027445791170537470e+00 9.488049928520528864e-01 9.542106794139466608e-01 1.034164018362421888e+00 9.446146734404196055e-01 1.031918107286075026e+00 1.072991404300514429e+00 1.052852842473539718e+00 1.114751327696746452e+00 1.065096918050043806e+00 1.083935788852989246e+00 9.651531554814442027e-01 1.079863700426291429e+00 1.072867113139477802e+00 1.243995940700695968e+00 1.078264365169043559e+00 1.168092064392980856e+00 1.442980408516712831e+00 1.986824646490404245e+00 2.055640970093779885e+00 2.005862340138254041e+00 1.929174173897912903e+00 1.677903976048873869e+00 1.365959398429144711e+00 1.063367968803316188e+00 1.001600419819036913e+00 1.010801607450703354e+00 1.006872158898117542e+00 1.061343427754370516e+00 1.148587561119148504e+00 1.269241120834641467e+00 1.253234694469762767e+00 1.634138718497929244e+00 1.503873850474859886e+00 1.797832861299473839e+00 1.861248721884058099e+00 1.593885329554275199e+00 1.663604300532708136e+00 1.826133797559323702e+00 1.778808085113577464e+00 1.820569509986045276e+00 1.626533304372923761e+00 1.637898919948956200e+00 1.590094133732484760e+00 1.345641626165844151e+00 1.505743652136448452e+00 1.312476267875178904e+00 1.441125653651768923e+00 1.385354939622313930e+00 1.467860158446764762e+00 1.470977033746253326e+00 1.638754868440196910e+00 1.515151496687688892e+00 1.559608196086798237e+00 1.379217647162138460e+00 1.389976967654272588e+00 1.476064057587304523e+00 1.398046734494797105e+00 1.371385365050586058e+00 1.405704329698850508e+00 1.415885565293337089e+00 1.536648450005073441e+00 1.585263002581050351e+00 1.665225350898595469e+00 1.522967968298164498e+00 1.427698663414633806e+00 1.565113679466531460e+00 1.479982014022606318e+00 1.321099767735766317e+00 1.476840837608269341e+00 1.325305609938228102e+00 1.449171705242739971e+00 1.348684178068910500e+00 1.313038314544405782e+00 1.166578684959978185e+00 1.165676668693011342e+00
6.859863750458773390e-01 7.011661586247269762e-01 7.286217955665000856e-01 7.218912323543829057e-01 6.557058476031643046e-01 7.137640232133558582e-01 7.255187041337164411e-01 6.824448351462222284e-01 7.570591187475942396e-01 7.696216424066312234e-01 7.908820425738756210e-01 7.817811815220300220e-01 8.231187773213917147e-01 8.245659789375958670e-01 8.813605293741922919e-01 8.349453330940576068e-01 8.663225390477939936e-01 8.121697914005358010e-01 8.741185621084002211e-01 8.701019338949955717e-01 8.055123551646359292e-01 8.188353819878335660e-01 7.360225958893611420e-01 8.616718439347710312e-01 8.840725454211790790e-01 8.769724311900410907e-01 9.770992404202019088e-01 8.548564599517427531e-01 9.138253598309941106e-01 9.301647376514872168e-01 9.615902826730168274e-01 9.587628506374612503e-01 9.746649788915228152e-01 8.645604972266011101e-01 1.037693189253588333e+00 9.927459546970457405e-01 1.021278232486182880e+00 1.008258384354802084e+00 1.188902267600622675e+00 1.194792992672265131e+00 1.465381415332625448e+00 1.530391579853427109e+00 1.787880220917430263e+00 2.272809594190412508e+00 1.962599996113989720e+00 1.504535347864677908e+00 1.311611316555297391e+00 1.131715293549288903e+00 1.016934289551334025e+00 9.755018754105235779e-01 1.035118766694271830e+00 1.113178894302768285e+00 1.039537715715649346e+00 1.178876001576530053e+00 1.319570199407996469e+00 1.255912821824419323e+00 1.225076276041120904e+00 1.548860886777633894e+00 1.600919164308592046e+00 1.713916945692666172e+00 1.898901169588270710e+00 1.919939406265065429e+00 1.714548599026614717e+00 1.697321896987939338e+00 1.773850617620701620e+00 1.750649777823028108e+00 1.663939340421246582e+00 1.756940056604893829e+00 1.758309955754626008e+00 1.456609696941133736e+00 1.579120532664898935e+00 1.517922369402758820e+00 1.629625563795293441e+00 1.392771359038708967e+00 1.652112192734038532e+00 1.564362141073330825e+00 1.520293239989104039e+00 1.284418200279737299e+00 1.524559313561413276e+00 1.408236772966585004e+00 1.515769316680218637e+00 1.550565911636830219e+00 1.469994511686291361e+00 1.419895466577844712e+00 1.542268585490791377e+00 1.422347869796273478e+00 1.545074777571697089e+00 1.534083422910824446e+00 1.507122514195542440e+00 1.411813766034055728e+00 1.491048170171608733e+00 1.549396714840408862e+00 1.326348588101074366e+00 1.507316243446335635e+00 1.384433621262533221e+00 1.418306111916119772e+00 1.366036661895788651e+00 1.236308733896627876e+00 1.316922331328086448e+00 1.364101260973277663e+00
